customer_id,name,age,income,created_at
33,Nicole Chen,46,97671.03,2025-09-18 02:27:17.668543
34,Robert Guerrero,75,187413.76,2025-06-17 09:22:05.460942
35,Susan Miller,51,121586.78,2024-03-02 16:32:18.599081
36,Dylan Dickerson,67,69696.35,2025-09-29 07:36:35.840293
37,Brooke King,21,183763.18,2024-01-16 23:26:17.873491
38,Cory Foster,72,122799.67,2025-10-10 10:17:29.367012
39,Matthew Baker DDS,48,147170.04,2025-04-18 18:07:37.256128
40,Laura Lee,53,95685.57,2023-07-05 09:31:19.021073
41,Rhonda Daniels,54,132000.99,2024-03-10 18:20:22.138853
42,Lisa Miranda,66,101008.34,2023-11-04 23:05:53.880984
43,David Howe,26,111521.22,2025-07-09 06:49:36.935223
44,Natalie Smith,63,152113.26,2026-04-21 03:28:27.046834
45,Kelly Wood,46,69359.13,2025-06-16 19:50:41.075224
46,Tiffany Guerrero,74,75467.67,2026-03-31 09:43:38.914125
47,Daniel Rich,23,114256.51,2025-08-24 13:39:23.622800
48,Crystal Richardson,70,184178.78,2024-03-17 09:54:58.519099
49,Vanessa Hunter,55,129764.99,2025-11-30 09:14:26.182485
50,Crystal Robinson,60,142884.33,2025-07-04 09:06:52.299875
51,Beth Mckay,22,136670.57,2025-04-18 14:09:27.384666
52,Michael Wallace,28,43484.56,2025-02-13 02:41:57.068642
53,Mackenzie Gonzales DDS,54,170189.72,2024-01-18 03:53:55.868394
54,Dylan Powers,62,33340.75,2025-06-20 13:46:08.506860
55,Peter Carlson,75,197282.57,2023-09-24 16:59:31.644262
56,Sierra Carrillo DDS,22,74287.94,2023-12-10 21:34:13.904995
57,Lisa Banks,54,155609.2,2024-01-18 15:08:16.001966
58,Seth Snyder,69,90855.62,2025-04-05 05:25:32.066433
59,Brenda Jacobs,27,175525.18,2026-01-17 19:45:49.910736
60,Michael Morris,28,95371.7,2023-10-25 09:29:29.576334
61,Kevin Garcia,64,113916.23,2024-02-27 12:29:32.132982
62,Theresa Morgan,32,184284.46,2024-06-24 04:38:25.302500
63,Todd Schaefer,27,33240.76,2024-01-10 17:00:30.764058
64,Sarah Solis,65,142277.96,2026-05-17 15:28:29.981284
65,Ryan Tran,61,190780.04,2024-11-29 00:50:33.085061
66,Keith Wilson,66,67197.34,2023-07-20 00:00:48.771194
67,Nicole Good,75,114520.77,2023-06-18 03:54:26.563751
68,Thomas Meyer,28,79325.19,2024-03-02 02:13:16.878558
69,Michelle Tucker,33,89684.0,2023-10-23 09:47:39.384249
70,Susan Marshall,25,153165.39,2024-05-15 06:10:08.023003
71,Amy Murphy,67,138626.37,2024-03-20 07:42:58.978873
72,Chelsea Lopez,69,135207.78,2024-04-09 08:53:14.912995
73,Rebecca Howard,50,176965.8,2024-08-04 13:08:00.076523
74,Andrew Guzman,50,128774.92,2025-05-25 20:54:01.533298
75,Alexander Jones,69,33430.71,2025-09-11 07:53:21.128765
76,Anthony Curtis,44,195094.38,2023-12-17 16:10:11.641651
77,Matthew Gray,64,94341.87,2023-06-20 02:39:14.432070
78,Alan Wade,47,97141.78,2026-04-25 18:34:01.019316
79,Heather Jones,73,95578.82,2024-06-29 21:25:15.198583
80,Anthony Nguyen,65,114842.03,2024-03-05 22:29:43.530406
81,Lydia Robertson,38,33916.67,2025-09-22 18:34:59.153092
82,Shane Ward,51,50214.34,2026-05-24 23:38:59.955683
83,Joel Riley,48,51391.23,2024-08-30 04:32:39.208874
84,Jessica Ward,73,47318.01,2024-06-26 23:09:22.685326
85,Scott Osborne,35,128466.81,2024-08-29 13:00:51.036608
86,Jesse Bennett,41,90735.38,2026-02-08 12:58:18.609325
87,Richard Watson,28,176615.53,2026-01-07 00:03:06.619796
88,Kenneth Hanson,41,77452.56,2024-02-23 08:23:49.138104
89,Kristin Steele,53,184690.27,2023-06-23 02:28:44.451561
90,Tracy Ewing,36,75269.29,2026-05-22 11:43:27.929693
91,Amy Perkins,70,158864.97,2025-04-17 19:03:57.040583
92,Vanessa Bryant,63,165989.13,2026-01-30 06:16:47.708632
93,Jasmine Evans,40,172753.42,2024-08-08 07:10:40.149519
94,David Ortiz,69,106279.48,2026-05-14 11:40:47.914891
95,Steven Cox,20,194116.09,2023-11-11 07:02:30.099944
96,Stephanie Wood,74,120065.84,2023-07-09 05:54:43.330098
97,Donna Nichols,30,42577.41,2024-11-17 08:07:24.518532
98,Adam Garcia,28,92114.61,2024-01-13 11:17:04.364811
99,Jerry Davenport,35,32186.13,2023-10-30 21:12:34.116588
100,Pamela Sanchez,66,126797.1,2026-01-24 12:38:11.342813
101,Heather Wood,43,92032.39,2025-07-19 13:56:54.236837
102,Kyle Patel,21,91272.9,2025-09-13 06:18:43.139133
103,Robert Berry,41,76767.33,2025-09-01 23:27:52.516980
104,Patricia Nelson,56,114268.05,2025-10-27 06:19:17.822226
105,Ashley Decker,36,108103.19,2026-04-01 07:48:43.133729
106,Stephen Haas,62,82326.94,2025-10-13 04:28:50.429166
107,Katrina Le,64,153561.8,2026-02-06 22:09:39.810118
108,Jennifer Tran,71,76903.69,2025-11-09 12:12:25.150495
109,Olivia Lewis,24,103954.64,2025-08-19 20:33:39.045471
110,Travis Reyes,35,122016.64,2025-01-13 17:52:46.660488
111,Dylan Roberts,56,119394.36,2023-08-27 01:30:48.744337
112,Juan Cook,67,122525.24,2024-10-26 12:06:08.201003
113,Kaitlyn Moore,73,142996.57,2024-09-26 13:05:42.820325
114,Clayton Pugh,44,165190.36,2026-04-13 15:07:49.360947
115,April Anderson,49,116429.14,2023-06-28 01:16:55.130792
116,James Miller,32,37717.35,2023-08-31 13:56:30.169329
117,Ricky Richard,59,169817.73,2023-10-30 21:04:46.698812
118,Tanya Taylor,60,106873.51,2025-05-25 23:05:20.739704
119,Denise Moses,31,54680.31,2024-05-30 22:32:03.877347
120,Ashley Jones,34,185088.05,2026-04-26 11:49:25.348014
121,Adrian Sanchez,66,117241.24,2026-02-25 12:09:08.618658
122,Ashley Smith,30,120009.15,2023-11-04 21:45:17.706453
123,Scott Cook MD,45,81813.25,2025-05-17 09:33:33.329198
124,Angela Ross,60,193099.86,2023-07-09 10:04:53.559350
125,Jessica Chapman,65,73205.14,2023-08-09 21:36:14.595154
126,Holly Mcclain,28,174650.95,2026-04-14 13:25:41.182551
127,Thomas Cohen,24,43533.93,2025-01-22 07:13:19.255164
128,Rita Farrell,48,103893.58,2024-05-11 20:56:52.997749
129,David Dominguez,45,142404.1,2023-07-17 19:14:13.540418
130,Michael Hanson,72,101093.45,2023-12-11 13:14:16.954523
131,Miguel Grimes,58,184771.95,2025-03-20 03:20:39.386009
132,Mrs. Rebecca Chen,35,167361.06,2024-10-10 13:35:18.314792
133,Craig Cooper,21,40529.94,2023-09-19 15:17:49.741623
134,Patricia Knox,49,167850.87,2024-04-10 01:16:04.200492
135,Brian Smith,25,87529.46,2024-03-13 21:08:33.078098
136,Matthew Miller,21,156044.33,2025-04-10 09:18:36.273538
137,Erik Walker,73,85796.03,2025-07-31 16:43:34.974662
138,Brandon Hamilton,61,51342.47,2023-12-30 23:12:53.910625
139,Deborah Kim,19,45553.7,2025-10-15 06:27:54.676172
140,David Benson,22,81036.87,2026-03-26 20:43:44.528800
141,Melissa Smith,52,37313.63,2024-03-11 22:06:44.165236
142,Sheila Novak,64,91517.37,2024-06-30 10:04:46.523047
143,Jeffrey Blankenship,20,190300.66,2025-07-10 02:53:12.931617
144,Shannon Paul,52,135321.19,2024-08-09 03:04:43.220027
145,Luis Owens,21,74405.22,2025-10-07 18:10:38.869464
146,Regina Crawford,75,183904.21,2026-04-18 13:52:18.786123
147,Douglas Anthony,20,117372.14,2025-02-28 04:47:27.968158
148,John Perez,27,180356.83,2025-08-05 09:53:08.033602
149,Allison Young,74,51494.66,2024-05-26 01:46:36.285673
150,Joe Rasmussen,69,33014.76,2024-12-02 01:15:37.949937
151,Christina Humphrey,38,192881.68,2025-02-16 21:34:18.244591
152,Jorge Young,63,114458.9,2023-12-17 02:25:09.282726
153,Sabrina Mitchell,70,151239.44,2024-03-30 01:58:43.541576
154,Margaret Smith,45,127536.42,2024-04-08 16:16:13.231948
155,Jennifer Reynolds,48,123564.79,2026-02-16 18:12:25.830211
156,Timothy Young,55,94797.11,2024-06-09 15:23:02.139035
157,Stephanie Stewart,22,101858.15,2023-11-16 05:57:26.850360
158,Brianna Osborn,51,103929.45,2024-11-10 11:22:32.632450
159,Maria Schmidt,70,87567.8,2025-07-19 09:41:04.185168
160,Nina Harris,21,30303.32,2023-12-21 04:30:22.420185
161,Brian Le,35,60277.4,2026-01-02 17:48:55.744138
162,Tony Martinez,59,162923.94,2024-06-22 10:20:32.414513
163,Steven Gordon,31,173481.9,2026-03-29 16:35:34.873680
164,Elizabeth Sanchez,45,182374.66,2024-01-03 14:57:06.844957
165,James Scott,60,33709.75,2024-02-18 11:55:57.726532
166,Denise Price,39,43313.69,2023-11-26 20:09:55.108404
167,Jeffrey Foster,73,92770.41,2024-12-20 10:33:40.180296
168,Melissa Taylor,35,97398.23,2023-07-03 14:00:06.909111
169,Jasmine Wood,24,108789.94,2023-07-30 17:15:05.849758
170,Mary Carrillo,68,76800.0,2025-01-30 00:42:25.890244
171,James Edwards,65,179998.16,2026-01-25 14:23:01.235745
172,Meredith Jackson,33,92930.07,2023-07-29 13:21:47.909958
173,Melissa Sherman,59,79408.44,2023-10-24 03:27:20.008158
174,Marissa Smith,30,141439.93,2024-09-01 21:06:04.695175
175,Patrick Hunt,43,39657.51,2023-08-19 22:31:05.212283
176,Ryan Dickson,73,131420.99,2025-12-05 01:43:45.777838
177,Michele Berger,42,148731.68,2025-08-07 14:17:03.791180
178,Joshua Ray,38,125607.12,2026-03-29 05:53:07.733251
179,Dwayne Lewis,29,75381.77,2023-08-15 17:16:48.793904
180,Gary Price,34,99072.03,2026-02-24 13:30:11.926834
181,Emily Holder,28,104030.29,2026-05-15 22:04:53.907958
182,Christopher Watson,20,107127.44,2023-12-17 07:49:10.284625
183,Nicole Collins,36,60500.21,2025-12-29 20:33:23.181262
184,Stephen Baldwin,52,58651.51,2025-02-09 00:00:15.251717
185,Erin Thomas,53,62465.8,2024-09-24 10:46:16.267185
186,Miss Melissa Smith,37,158632.31,2024-05-05 01:04:34.319142
187,Jack Stewart,68,173596.64,2025-10-13 20:26:17.031126
188,Dennis Peterson,66,140802.62,2024-01-02 11:24:59.761916
189,Mr. John Flores Jr.,66,31000.73,2023-07-25 22:18:03.660522
190,Casey Prince,67,116915.68,2025-09-06 06:48:04.827414
191,Beverly Barnes,67,112089.22,2024-12-09 02:32:58.586083
192,Vicki Roberts,71,80376.34,2024-09-16 02:33:50.256255
193,Andrew Williams,50,84500.96,2025-03-05 21:29:50.948638
194,Steven Keller,29,78251.67,2023-12-31 17:04:43.378875
195,Joshua Valenzuela,75,124583.71,2024-09-17 17:42:28.187730
196,Zachary Mcbride,72,167131.4,2026-05-27 13:34:43.403424
197,Kevin Shelton,73,70114.71,2024-08-14 15:05:21.202648
198,Matthew Mckinney,25,38239.9,2025-11-12 00:53:18.456791
199,Jacqueline Baldwin,58,89956.47,2025-06-20 19:39:58.925817
200,Juan Guzman,26,160721.81,2023-08-09 13:44:14.156738
201,Brittany Keller,46,110286.87,2024-11-26 07:17:46.919422
202,Mary Briggs,58,187672.32,2023-07-30 20:30:20.541085
203,Cynthia Bush,52,99008.55,2024-11-24 03:08:08.148726
204,Courtney Keller,30,139774.26,2024-01-21 10:39:37.455594
205,Hector Webb,68,160054.63,2025-10-11 15:52:41.980606
206,Brian Donaldson,43,47760.21,2025-04-08 13:48:43.431607
207,William Watkins,24,85066.65,2025-10-03 22:44:01.680729
208,Timothy Meadows,33,121546.13,2024-09-23 18:33:35.485856
209,Jodi Arnold,33,105241.97,2023-12-09 17:49:05.586048
210,Susan Stout,53,46601.28,2025-09-26 15:12:30.194538
211,Jessica Stevenson,36,123116.51,2026-05-29 15:27:05.711241
212,John Smith,31,158022.87,2024-02-02 02:54:47.980484
213,Shannon Gonzalez DDS,43,74930.21,2024-02-03 13:23:56.557235
214,Carolyn Joseph,46,58095.39,2024-04-24 07:02:24.424531
215,Julie Moore,31,144479.35,2025-01-07 07:52:04.198452
216,Amanda Schmidt,61,128405.48,2025-12-23 18:16:45.323911
217,Amanda Chapman,68,142557.51,2024-08-14 15:49:49.785749
218,Shannon Bauer,46,183260.24,2023-09-29 03:55:11.926448
219,Brian Brown,56,108662.11,2025-10-04 04:32:58.205893
220,Cheryl Rivas,75,68237.79,2024-05-28 06:07:34.916690
221,Robert Gonzales,25,127889.47,2023-10-27 05:54:25.334370
222,Tracy Oconnell,71,161882.49,2025-05-06 23:35:20.651198
223,Steven Wang,38,80240.22,2024-05-21 22:22:23.763888
224,Shawn Bird DDS,28,181587.89,2025-07-03 03:40:53.232720
225,Michelle Dudley,23,54486.16,2024-10-24 10:35:36.331615
226,Ashley Hughes,29,51039.75,2025-03-02 06:21:12.595287
227,John Patrick,37,161626.07,2024-02-14 08:35:21.793624
228,Mitchell Carter,54,53758.49,2024-06-15 14:33:06.973225
229,William Fischer,55,104356.9,2026-02-07 17:53:15.054493
230,Sandra Miller,66,45806.96,2024-09-27 12:26:56.405001
231,Thomas Bolton,69,93914.41,2023-10-22 18:23:40.317172
232,John Green,34,168281.38,2023-08-04 21:04:39.627641
233,Laurie Kaiser,39,144755.0,2023-09-08 12:55:55.574138
234,Heather Wells,36,55830.08,2023-12-12 18:54:52.769364
235,Andrew Walker,54,143018.12,2023-08-12 19:43:44.696264
236,Rachel Floyd,72,138270.49,2024-02-17 23:06:14.270020
237,William Trujillo,58,140045.77,2024-05-03 10:41:54.024317
238,Robert Alvarado,68,110343.89,2025-01-17 11:29:37.208323
239,Leonard Stevens,26,164503.65,2026-01-23 00:28:55.805880
240,Ralph Gomez,58,45606.99,2024-05-07 16:26:56.915193
241,Nancy Lawson,51,66741.32,2025-02-03 08:07:34.392687
242,Michael Frazier,74,149572.64,2024-07-25 11:00:25.393440
243,Mary Torres,72,129031.95,2025-05-26 00:34:34.229579
244,William Yang,72,171977.31,2025-04-20 20:16:22.958658
245,Paige Swanson,74,58313.6,2024-11-01 09:56:12.814795
246,Pamela Brewer,32,138770.05,2024-08-06 17:48:16.916499
247,Jason Padilla,22,105603.29,2023-11-08 11:28:13.810520
248,Corey Barnett,26,127966.76,2025-09-05 19:26:14.429341
249,Sharon Owen,19,79087.03,2023-10-11 10:20:09.152137
250,Christina Cortez,60,156223.8,2023-11-03 08:13:37.121588
251,Raven Orozco,55,187899.42,2024-10-05 16:47:22.245281
252,Samantha Rodriguez,44,126003.53,2023-12-02 01:16:31.030744
253,Sean Mclaughlin,67,140917.13,2024-04-17 18:18:54.895144
254,Ashlee Rodriguez,24,158454.18,2024-07-20 18:51:43.828789
255,Tina Neal,52,44774.54,2026-06-03 11:33:32.706884
256,Cody Bailey,69,190697.48,2024-10-01 18:49:20.017970
257,Kaitlyn Harvey,37,86541.17,2026-05-17 03:42:55.103637
258,Anthony Charles DVM,31,109395.46,2025-07-03 05:55:34.372141
259,April Harvey,18,173510.05,2025-01-12 14:22:04.748272
260,Jonathan Santana,66,134777.08,2024-08-29 05:04:01.732313
261,David Lynch,68,126778.1,2024-05-21 22:23:10.812211
262,Ebony Delacruz,26,112643.27,2026-05-21 17:17:33.692820
263,Gregory Hunter,52,53713.88,2026-02-20 05:23:26.636351
264,James Young,50,45313.38,2024-01-12 14:35:51.415915
265,Cynthia Delacruz,40,64401.42,2024-07-16 00:17:08.846204
266,Melinda Mann,57,38859.06,2023-12-04 12:11:30.107328
267,Mark Morales,74,44873.17,2024-05-18 06:38:03.994510
268,Angela Wilson,35,88332.13,2025-08-08 21:35:11.865278
269,Bryan Oliver,68,39495.88,2024-02-23 18:14:59.420422
270,Natalie Rios,47,55972.44,2025-05-22 02:43:31.085665
271,Matthew Burke,75,96348.95,2024-01-19 07:00:10.238210
272,Karen Farmer,36,144769.63,2026-01-08 22:00:11.797175
273,Hannah Charles,60,173486.78,2024-05-27 01:47:17.280948
274,Yvonne Tran,38,158915.67,2025-02-01 19:28:12.173713
275,Elizabeth Banks,64,159944.65,2026-03-25 11:52:25.613857
276,Mark Cowan,55,71964.64,2024-03-11 15:30:38.486348
277,Melinda Smith,58,44365.43,2023-07-18 07:22:11.210750
278,Ryan Russo,59,137960.91,2026-03-15 06:03:03.929419
279,Charles Blair,23,192243.69,2023-11-14 14:44:27.873693
280,Jennifer Ford,65,35360.51,2026-01-12 05:09:00.845406
281,Angela Robinson,49,45780.12,2025-09-01 05:50:10.003008
282,Cheryl Roberts,23,146316.51,2024-12-15 22:10:14.497746
283,John Murphy,46,50041.83,2025-04-06 09:03:15.726597
284,Marcus Cooper,25,184319.19,2023-09-07 12:39:35.182914
285,Jesse Richardson,63,132545.31,2024-08-10 22:19:59.782425
286,Daniel Phillips,31,129724.37,2024-08-28 14:15:59.269573
287,Catherine Marks,39,81768.03,2025-12-15 11:46:02.846778
288,Helen Porter,21,78421.12,2024-11-09 15:58:29.626738
289,Elizabeth Powell,24,172262.07,2024-01-19 13:00:04.649851
290,Aaron Mcguire,31,104860.76,2025-08-09 10:48:25.909954
291,Melissa Carter,22,108248.91,2024-03-08 21:46:40.664346
292,Michelle Delgado MD,67,81446.13,2025-02-06 15:29:50.246925
293,Randall Nelson,35,131561.87,2024-01-21 04:41:59.152678
294,Michael Palmer,24,127362.68,2025-10-23 01:01:41.207015
295,Donna James,40,54976.4,2023-10-24 10:09:05.622153
296,Susan Jackson,49,134291.74,2024-04-02 06:59:49.948473
297,Christine Dean,19,135875.03,2025-12-06 15:14:07.889184
298,Sara Obrien,33,58281.41,2023-07-15 20:38:27.902095
299,Heather Christian,72,176275.23,2024-12-09 12:00:44.610084
300,Scott Young,72,191745.02,2025-09-24 09:26:22.736251
301,Harold Allen,56,50408.4,2025-01-28 14:28:03.353023
302,Rebecca Jordan,48,128595.94,2024-12-25 19:22:17.674288
303,Steve Brown,59,192839.71,2024-03-31 05:32:09.399164
304,Kyle Miller,60,180831.82,2025-05-01 22:43:29.885896
305,Maria Gentry,25,84460.81,2023-10-15 03:19:23.174857
306,Veronica Fox,45,175620.14,2023-12-30 05:52:28.084081
307,Michele Rhodes,34,123600.59,2024-07-11 11:50:28.457048
308,Steven Webb,43,124899.02,2024-06-09 03:02:36.437019
309,Robert Woodward,39,188169.79,2024-02-12 23:58:37.277617
310,James Decker,73,106355.85,2023-09-27 23:03:06.010707
311,Kevin Strickland,63,64355.95,2024-03-26 01:32:21.607126
312,Nathan Johnson,51,51630.79,2026-01-04 14:52:54.131008
313,Michael Lawrence,33,101198.39,2023-08-15 13:25:49.848564
314,Jeremiah Alvarez,56,77340.08,2025-03-26 03:50:42.904401
315,Cynthia Parker,46,193991.74,2024-07-20 17:02:39.844144
316,Katelyn Erickson,23,37665.82,2024-06-19 22:33:30.955608
317,Daniel Griffin,73,189716.97,2024-01-19 10:10:40.427444
318,Wyatt Edwards DVM,71,138115.78,2024-05-04 10:27:57.107800
319,Denise Vargas,31,150893.27,2024-12-26 10:36:01.019741
320,Nancy Barnes,35,154237.93,2023-08-17 01:45:11.189867
321,Amanda Wagner,42,115294.2,2024-05-01 00:08:35.154091
322,Ashley Perez,28,180968.99,2025-01-15 23:09:49.134324
323,Mark Garcia Jr.,66,95926.35,2023-10-12 12:22:46.044441
324,Lee Davis,71,141988.59,2024-01-13 03:02:34.916263
325,Ricky Lucas Jr.,67,98082.57,2025-03-19 08:29:25.244225
326,Cory Gray,63,196807.68,2024-11-12 13:50:22.528062
327,Melissa Perez,54,52137.34,2025-01-19 02:47:54.427152
328,Robert Santos,34,54583.69,2025-04-19 17:45:42.123884
329,Travis Howard,39,101274.96,2025-01-01 00:49:06.022176
330,Francisco Roberson,19,196933.93,2025-12-31 22:49:20.457514
331,Mark Rogers,68,49211.26,2026-06-08 11:35:12.379796
332,Mrs. Brittany Campos,52,115457.37,2024-10-22 04:43:08.224576
333,Marcus Brown,67,160847.71,2023-12-25 22:10:37.643460
334,Alex Gardner,29,163285.66,2024-05-15 13:09:56.215179
335,Jennifer Hernandez,59,131811.57,2024-05-25 18:35:31.813633
336,Alison Terry,50,112145.56,2025-09-07 00:25:06.160677
337,Kendra Murray,22,105827.81,2025-07-24 02:47:57.433578
338,Peter Rollins,55,160336.52,2024-07-12 22:15:55.226469
339,Emily Coleman,44,165676.97,2025-03-02 08:11:16.522629
340,Marcus Curtis,38,76646.77,2024-10-12 00:16:16.906178
341,Travis Davidson,70,91947.1,2024-07-01 23:24:25.981702
342,Nicole Graham,64,99030.95,2026-01-13 07:22:52.599548
343,Alexis Brown,35,42315.95,2024-07-19 22:23:36.523982
344,Dr. Wendy Day,65,140908.51,2024-05-03 03:52:36.205132
345,Christina Scott PhD,30,83349.73,2024-04-23 01:50:18.467656
346,Brandon Brown,55,181521.37,2023-06-18 07:02:19.791269
347,Lauren Combs,46,160989.94,2026-03-03 15:35:49.844880
348,James Tyler,61,183416.57,2024-02-19 17:55:14.888846
349,Christina Montgomery,46,99610.41,2025-02-24 16:44:30.159053
350,Angela Parsons,23,146496.93,2026-03-09 16:09:47.037920
351,Monica Brown,23,107437.73,2025-06-23 04:21:37.073899
352,Kristen David,60,105060.36,2024-01-08 17:34:04.600795
353,Daniel Smith,45,193333.35,2024-09-12 06:55:16.495556
354,Heather Green,55,177877.05,2024-09-08 08:14:14.675740
355,Nancy Mejia,26,124465.58,2025-09-16 02:38:34.509547
356,Thomas Campbell,48,39596.5,2024-03-16 09:42:17.720116
357,Michael Hamilton,25,32839.53,2025-07-23 23:50:20.797174
358,Valerie Rich,33,119433.39,2024-10-16 08:46:23.703799
359,Jennifer Montgomery,65,125388.42,2024-07-02 03:04:56.117083
360,Erica Smith,70,44634.56,2025-04-06 05:08:06.024172
361,Dr. Kelli Gutierrez,33,103070.87,2023-08-30 03:45:49.487633
362,Kenneth Schneider,33,47308.52,2023-12-11 07:26:19.888174
363,Linda Chang,29,126493.48,2025-12-20 03:02:47.419522
364,Melanie Ferguson,63,110570.51,2024-03-16 15:01:59.967555
365,Cameron Garner,46,139160.32,2024-01-20 23:02:07.888622
366,Daniel Kelly,29,185206.8,2024-08-23 03:28:38.599364
367,Robert Dunn,65,65320.42,2024-07-16 07:48:05.670538
368,Jonathan Howell,74,85296.9,2024-12-09 21:00:54.174582
369,Tyler Morris,31,194617.09,2024-04-22 23:10:42.418075
370,Terry Brown,58,110015.37,2023-10-12 08:14:50.264858
371,Shelly Warren,46,166491.45,2023-07-03 10:07:15.311175
372,William Jones,42,97077.72,2024-06-06 09:30:28.252436
373,Beth Perez,38,60161.9,2026-06-09 22:07:36.178383
374,Cassandra Richardson,24,193933.89,2024-07-22 09:07:47.527391
375,Bryan Hale,45,125586.53,2024-04-19 13:28:46.301443
376,Stacy Ayala,74,199997.54,2023-12-08 17:16:00.117563
377,Jennifer Perez,60,173627.17,2025-03-18 21:59:41.156456
378,Miranda Armstrong,31,116884.81,2024-09-27 13:59:27.395776
379,Joann Wilson,37,78828.23,2025-05-20 15:58:11.729000
380,Isaiah Young,37,46099.74,2026-05-09 08:56:26.067910
381,Kirk Williamson,44,134470.11,2024-06-09 16:51:26.528326
382,Tony Garner,23,60997.89,2023-12-21 04:12:37.094947
383,Amy Munoz,50,73107.55,2023-07-17 18:07:08.111809
384,Kimberly Payne,29,196560.03,2024-10-30 12:14:28.961075
385,Elizabeth Smith,38,102627.26,2023-12-17 07:51:17.461771
386,Brian Cole,29,110804.74,2024-04-10 20:22:31.975213
387,Virginia Brown,39,170767.61,2026-06-07 20:28:01.702910
388,Wesley Everett,59,75251.48,2025-12-23 03:19:44.656610
389,Sarah Schmitt,66,144153.37,2025-05-27 17:44:39.491346
390,Felicia Cole,50,122582.89,2024-09-08 17:53:59.009612
391,Melissa Schneider,58,63310.29,2025-04-01 10:00:57.341604
392,Kelly Jackson,22,96220.61,2025-09-12 11:30:14.581206
393,Jeremiah Charles,48,40469.31,2023-10-31 09:26:50.899446
394,Shawn Walters,38,153548.37,2026-02-13 10:22:01.314324
395,Ryan West,68,39829.36,2025-09-08 14:18:45.693208
396,Monica Hawkins,67,155169.53,2025-01-02 03:00:00.943380
397,Willie Williams,21,161933.35,2024-01-03 00:08:25.285394
398,Johnny Flores,66,76315.85,2025-08-18 01:39:54.411570
399,Elizabeth Gould,61,69822.97,2024-08-05 09:41:42.038628
400,Richard Hays,61,145105.93,2026-01-09 10:39:09.481182
401,Lisa Smith,53,195008.99,2023-08-04 14:13:37.094108
402,Joel Greer,35,194892.55,2026-04-24 18:12:56.167044
403,Sheri Smith,53,97942.82,2025-07-17 12:33:02.020830
404,Rebecca Barker,59,106050.49,2023-08-18 04:16:59.528480
405,Robert Vincent,33,103679.49,2025-03-24 03:22:12.536522
406,Anthony Evans,34,176821.88,2025-07-31 15:56:16.804837
407,Ariana Carlson MD,61,65374.69,2025-02-17 06:52:22.668522
408,Samantha Goodman,69,95725.21,2025-10-12 13:26:17.745857
409,Edward Mccoy,36,130647.58,2023-12-09 18:42:41.797390
410,Anthony Townsend,71,111953.0,2025-08-30 11:23:30.356644
411,Marcus Cooper,53,155700.78,2025-05-23 09:48:23.228296
412,Anthony Smith,38,198295.16,2025-03-19 04:37:20.143102
413,Mary Collins,30,45563.09,2024-11-16 09:32:54.139691
414,Rebecca Montgomery,46,166816.18,2025-02-19 13:54:41.035745
415,Jeremy Martin,61,76415.76,2024-05-27 17:10:23.384904
416,Karen Jones,21,84529.43,2025-09-20 01:55:49.793552
417,Jonathan Dixon,22,37123.23,2024-01-04 18:36:07.087816
